participant,screen_width,screen_height,device_pixel_ratio,gender,age,height_cm,self_reported_visual_acuity,self_reported_color_vision,auto_brightness,blue_light_reduction,ambient_lighting,screen_technology,screen_diagonal_inches_question,screen_diagonal_inches_measured,acuity_best_denominator,color_vision_accuracy,color_gamut_srgb,color_gamut_p3,color_gamut_rec2020,codec_av1_10bit,codec_av1_8bit,codec_av1_hdr,codec_av1_power_efficient,codec_av1_sdr,codec_av1_smooth,codec_av1_supported,codec_h264_avc_10bit,codec_h264_avc_8bit,codec_h264_avc_hdr,codec_h264_avc_power_efficient,codec_h264_avc_sdr,codec_h264_avc_smooth,codec_h264_avc_supported,codec_hevc_10bit,codec_hevc_8bit,codec_hevc_hdr,codec_hevc_power_efficient,codec_hevc_sdr,codec_hevc_smooth,codec_hevc_supported,codec_vp8_10bit,codec_vp8_8bit,codec_vp8_hdr,codec_vp8_power_efficient,codec_vp8_sdr,codec_vp8_smooth,codec_vp8_supported,codec_vp9_10bit,codec_vp9_8bit,codec_vp9_hdr,codec_vp9_power_efficient,codec_vp9_sdr,codec_vp9_smooth,codec_vp9_supported
537f85b5-4145-4278-b25c-2d0b11ed941f,1920.0,1080.0,1.0,Female,46.0,170.0,Good at near and far,No difficulty,On,Off,Daylight direct,LCD / IPS,24.0,23.419465679605157,16.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True
5386aada-2e84-4b87-920b-147898ce357b,1920.0,1080.0,1.0,Female,53.0,160.0,Good at near and far,No difficulty,Off,Off,Daylight direct,LCD / IPS,13.0,13.119180347579038,10.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
538d9fda-5843-4111-a02d-5dfe234f5fdc,1920.0,1080.0,1.0,Female,32.0,165.0,Good at near and far,No difficulty,Off,Off,Daylight direct,Unknown,26.0,23.135459742934955,16.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True
53ca740f-549b-4c54-bf15-bf3c70a9e78d,1920.0,1080.0,1.0,Male,28.0,188.0,Good at near and far,No difficulty,Off,Off,Room warm,Unknown,32.0,31.541859133541088,25.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
53dc470c-7dae-4579-92df-480d40adc36f,1536.0,864.0,1.25,Female,31.0,170.0,Normal with correction,No difficulty,Off,Off,Room warm,VA / Other,15.6,15.467526145319312,12.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
53ddf5cc-1602-4d03-9883-5332482a5feb,1920.0,1080.0,1.0,Male,38.0,182.0,Good at near and far,No difficulty,Off,Off,Room warm,OLED,23.0,22.259269959105573,250.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True
53f17f2b-6a32-4ac6-b226-91275dd8b985,1024.0,820.0,1.25,Male,50.0,180.0,Good at near and far,No difficulty,On,Off,Daylight diffuse,Unknown,17.0,16.737784777282716,12.0,0.8,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True
53f7ab4a-980e-4a62-8237-20f5c4ea9d2c,1280.0,720.0,1.0,Male,21.0,183.0,Difficulty far,No difficulty,Off,On,Room warm,LCD / IPS,15.8,19.04619996707273,16.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
53fb7ee8-2a6d-409d-afb2-1eb308ba5a3e,1366.0,768.0,1.0,Female,22.0,166.0,Normal with correction,No difficulty,Off,Off,Room warm,Unknown,14.0,14.607529203407536,16.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
5408f097-2b9f-4306-9f06-6171d4f92b0a,1920.0,1080.0,1.0,Male,42.0,180.0,Good at near and far,No difficulty,On,On,Daylight diffuse,LCD / IPS,24.0,23.40343804111567,250.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
541c379a-cf2d-479e-90c5-14f6d13df105,1920.0,1080.0,1.0,Male,38.0,174.0,Good at near and far,No difficulty,Off,Off,Daylight direct,Unknown,23.0,23.677697080659996,16.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
5427105b-6af7-494c-af44-be06f88e141e,1920.0,1080.0,1.0,Male,41.0,178.0,Good at near and far,Blue/yellow difficulty,Off,Off,Room neutral/cool,LCD / IPS,24.0,23.58556596361462,12.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True
542711ab-bcb8-424f-92d3-27b288d47359,1536.0,864.0,1.25,Male,66.0,170.0,Difficulty far,No difficulty,On,Off,Daylight diffuse,Unknown,27.0,15.130228067384,16.0,1.0,True,False,False,True,True,True,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
5435569d-ccb9-4a20-9c23-8e3b37951de8,1920.0,1080.0,1.0,Female,37.0,156.0,Good at near and far,No difficulty,Off,Off,Daylight direct,Unknown,27.0,20.829864098450027,200.0,0.8666666666666667,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True
54382ae9-82bc-48d6-a644-d65706f0a65d,2048.0,1152.0,1.25,Female,23.0,158.0,Normal with correction,No difficulty,Off,Off,Room neutral/cool,LCD / IPS,45.0,26.83577612379168,16.0,1.0,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
5440d8e0-a14b-41a3-9cd3-b762fddb4276,1280.0,720.0,1.65000009536743,Female,47.0,160.0,Difficulty near,No difficulty,On,Off,Office bright/uniform,Unknown,14.0,14.1719168859391,60.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
544350ef-d49c-4c23-9f4a-1a2fa43feaef,2048.0,1280.0,1.25,Female,34.0,169.0,Good at near and far,No difficulty,Off,Off,Daylight diffuse,Unknown,16.0,16.194124364087433,10.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
54539b59-fb58-4e52-b9b9-6d6491cbf729,1600.0,900.0,1.20000004768372,Female,22.0,167.0,Normal with correction,No difficulty,Off,Off,Daylight diffuse,LCD / IPS,17.0,17.020863847893686,10.0,0.9333333333333332,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
54610d4e-5622-4fe4-9db3-a3db3d3e936f,1920.0,1080.0,1.0,Male,34.0,172.0,Normal with correction,No difficulty,Off,Off,Room warm,OLED,27.0,23.757490052506903,16.0,0.7333333333333333,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
5464e01d-8d8d-4725-9b11-fd984dcf0a45,1366.0,768.0,1.0,Male,30.0,176.0,Normal with correction,No difficulty,Off,On,Daylight direct,LCD / IPS,15.6,15.669894963655358,16.0,0.8666666666666667,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
5483fa79-a1d3-437e-9925-e36c78b80e67,1536.0,864.0,1.25,Male,22.0,176.0,Normal with correction,Do not know,Off,Off,Daylight diffuse,Unknown,15.0,15.360081265712376,10.0,0.0666666666666666,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
54898253-5b8d-4e67-91d3-781d10856850,1536.0,864.0,1.25,Male,45.0,170.0,Difficulty near,Do not know,Off,Off,Room neutral/cool,LCD / IPS,16.0,17.254356761547065,12.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
548b9697-e831-4135-854f-f6b0ba5c769b,1536.0,864.0,1.25,Female,32.0,163.0,Good at near and far,No difficulty,Off,Off,Room neutral/cool,Unknown,32.0,15.391981746015,10.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
549d9eba-2d42-4975-ba15-f88a39ebdaaa,1920.0,1080.0,1.0,Female,37.0,175.0,Good at near and far,No difficulty,Off,Off,Room neutral/cool,Unknown,28.0,26.46939062292121,16.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
549e6cdf-e4be-4ee8-a93c-4a4a647da7d2,1366.0,768.0,1.0,Female,27.0,,Good at near and far,No difficulty,Off,Off,Room warm,Unknown,19.0,18.615344061967328,250.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
54a3ac38-1685-4d7c-bff4-264737285ff1,1920.0,1080.0,1.0,Female,54.0,164.0,Difficulty near,Do not know,On,Off,Room neutral/cool,LCD / IPS,19.0,23.22410135114544,16.0,0.6666666666666666,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
54b6bc20-e9f0-430e-b687-f9a3bb4d716b,1920.0,1080.0,1.0,Male,33.0,171.0,Good at near and far,No difficulty,Off,On,Daylight diffuse,VA / Other,22.0,21.26838755315424,10.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
54d1b439-da50-4a6f-80bd-430a4810b202,1600.0,900.0,1.0,Female,47.0,176.0,Good at near and far,No difficulty,Off,Off,Daylight direct,Unknown,17.0,17.35273279128693,12.0,1.0,True,False,False,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
54def2f7-632c-4e93-9b86-2370f6ecfb35,1829.0,1029.0,1.04999995231628,Female,34.0,182.0,Good at near and far,No difficulty,Off,Off,Daylight diffuse,LCD / IPS,23.0,28.888785140449315,20.0,0.8666666666666667,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
54fc8e31-8af5-4f27-826f-de74a1d0a111,1600.0,900.0,1.0,Male,45.0,,Good at near and far,No difficulty,Off,Off,Daylight direct,Unknown,12.0,17.505778581423964,16.0,0.8,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
551a4504-31b9-456b-ac99-5d6ca3c7318b,1920.0,1080.0,1.0,Female,26.0,170.0,Normal with correction,No difficulty,Off,Off,Room neutral/cool,LCD / IPS,22.0,21.26838755315424,12.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
551db687-32a7-4c5c-ad62-3702df23d258,1366.0,768.0,1.0,Female,52.0,164.0,Good at near and far,No difficulty,On,Off,Daylight direct,Unknown,15.0,15.280925939734836,250.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
551eb5b5-43a7-404e-92fb-9640959fd234,1920.0,1080.0,1.0,Female,21.0,160.0,Difficulty far,No difficulty,Off,Off,Office bright/uniform,LCD / IPS,21.0,26.46939062292121,20.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True
55310511-8a29-4d48-a443-4348cfe46e95,2560.0,1440.0,1.0,Male,35.0,189.0,Good at near and far,No difficulty,On,Off,Daylight direct,LCD / IPS,27.0,26.940084116693043,250.0,0.9333333333333332,True,True,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
5538c60a-3f6f-425a-90d3-4f15c31f6e3f,1536.0,864.0,1.25,Male,49.0,182.0,Good at near and far,No difficulty,Off,Off,Room warm,LCD / IPS,15.0,15.84468709148603,10.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
55430f06-6303-4e7e-a69b-baa654771f39,1920.0,1080.0,1.0,Male,31.0,181.0,Good at near and far,No difficulty,On,On,Screen-only dark,LCD / IPS,21.0,21.865300579298392,12.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,True,True,True,True
55475eab-a988-4f0c-a896-9786f795968b,1366.0,768.0,1.0,Female,66.0,174.0,Normal with correction,No difficulty,On,Off,Room warm,Unknown,15.5,15.335306459093324,250.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
5558d8dc-89e4-420a-bb35-818b2f95eb50,1600.0,900.0,1.0,Male,48.0,178.0,Good at near and far,No difficulty,Off,Off,Daylight diffuse,OLED,15.6,17.117441499201682,12.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
555dae4b-61fc-4bd5-8698-9cb8edbe13fa,1280.0,720.0,1.5,Female,34.0,166.0,Difficulty far,No difficulty,On,Off,Daylight direct,Unknown,14.0,13.92757349135394,10.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
55682f9e-b267-4d99-8302-c1aa8186aa39,1536.0,864.0,1.25,Female,31.0,168.0,Difficulty far,No difficulty,On,Off,Room warm,LCD / IPS,16.0,15.29487145108746,10.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
556858cb-a545-4401-a5bb-9465df057d20,1920.0,1080.0,1.0,Male,22.0,175.0,Good at near and far,No difficulty,Off,Off,Ambient RGB,LCD / IPS,24.0,21.452310996600108,12.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
556caef3-ff5b-4969-942e-512803532e19,1920.0,1080.0,1.0,Female,18.0,179.0,Difficulty far,No difficulty,Off,Off,Room neutral/cool,Unknown,23.5,22.9484114439076,12.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True
558436ff-83db-46b3-951b-08ea96ddeceb,1920.0,1080.0,1.0,Female,22.0,,Good at near and far,No difficulty,On,On,Office bright/uniform,Unknown,17.0,14.466564326131165,250.0,0.9333333333333332,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
5590e4a7-f6f9-4424-977f-bd25e2a3249b,1920.0,1080.0,1.0,Male,31.0,173.0,Good at near and far,No difficulty,Off,Off,Daylight direct,VA / Other,24.0,24.54044717671643,10.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
559874f1-8ad9-4814-b25a-711e3f771ab1,1536.0,864.0,1.25,Female,26.0,150.0,Good at near and far,No difficulty,On,Off,Daylight diffuse,OLED,16.0,15.592450916165092,250.0,0.8666666666666667,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
559bdeed-5456-49e5-b5f5-e12ea17957ba,1600.0,900.0,1.0,Female,52.0,,Normal with correction,No difficulty,Off,Off,Daylight diffuse,Unknown,20.0,19.802530361821557,12.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
55a2b2e2-d47e-4429-b552-515ec3f23c7f,1440.0,900.0,2.0,Female,28.0,160.0,Normal with correction,No difficulty,Off,Off,Room warm,OLED,13.0,13.27792729622816,10.0,0.8666666666666667,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
55a935d1-1929-4145-a4b1-c93aa9261990,1920.0,1080.0,1.0,Female,45.0,164.0,Good at near and far,No difficulty,On,Off,Daylight direct,Unknown,24.0,23.091392200567466,16.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True
55bf4e4e-4fb6-40c6-b1ba-a5f7b81b2dd3,1920.0,1080.0,1.0,Female,24.0,163.0,Good at near and far,No difficulty,On,Off,Daylight direct,OLED,24.0,23.606168459815777,16.0,1.0,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
55bf83ad-b45d-4097-8315-c926f5fcae53,1536.0,864.0,1.25,Female,48.0,164.0,Difficulty far,No difficulty,On,Off,Daylight diffuse,Unknown,15.5,15.391981746015,10.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
55cf99c8-0e2a-457b-8012-57f77369217f,2560.0,1440.0,2.0,Female,33.0,158.0,Good at near and far,No difficulty,Off,Off,Room warm,Unknown,27.0,26.453176523040653,10.0,1.0,True,False,False,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,True,True,True,True
55d3eb0b-85e9-424a-8a9b-61d092b40bd1,1920.0,1080.0,1.0,Male,22.0,167.0,Good at near and far,No difficulty,On,On,Daylight diffuse,LCD / IPS,24.0,23.958460287150032,40.0,0.9333333333333332,True,True,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
56098ea8-6d9d-49cd-b617-2e67a5555a25,1440.0,900.0,1.0,Male,56.0,176.0,Severely reduced,Do not know,Off,Off,Room neutral/cool,OLED,36.0,18.94675671266429,10.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
560c3cf1-4085-486b-a820-d44869347169,1920.0,1080.0,1.0,Female,27.0,170.0,Good at near and far,No difficulty,On,Off,Daylight diffuse,Unknown,19.0,17.118560961621604,10.0,1.0,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
561eff48-c7b5-482e-aeb2-3ade45fa75c2,1366.0,768.0,1.0,Female,38.0,168.0,Good at near and far,No difficulty,Off,Off,Daylight diffuse,Unknown,17.0,15.842724687519206,12.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
5635f410-6c61-41d2-91a1-deb550efa4f8,1920.0,1080.0,1.0,Male,33.0,188.0,Normal with correction,No difficulty,Off,Off,Daylight direct,LCD / IPS,18.0,23.309235523214323,12.0,1.0,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
56396265-a727-4b26-87a2-fa020961705e,1440.0,900.0,2.0,Female,36.0,173.0,Normal with correction,No difficulty,Off,Off,Room neutral/cool,LCD / IPS,13.3,13.240870508592796,10.0,1.0,True,True,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
563cd459-fe4c-4c96-8694-9bd7a08509c0,1536.0,864.0,1.25,Female,34.0,167.0,Good at near and far,No difficulty,Off,Off,Room warm,Unknown,14.0,13.876580598943612,10.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
564b3f87-1a59-4cb5-89e7-64a3f8378151,1366.0,768.0,1.0,Female,64.0,,Good at near and far,No difficulty,Off,Off,Desk lamp,LCD / IPS,12.0,19.02537366685648,20.0,0.8666666666666667,True,False,False,True,True,False,False,True,False,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
564ff295-3092-4e66-a44c-4a3260b1c9ff,2048.0,1152.0,1.25,Male,34.0,,Difficulty far,No difficulty,Off,Off,Daylight diffuse,LCD / IPS,27.0,27.212721632750817,16.0,1.0,True,False,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
5651c593-bb7e-4094-a233-87bee9f6d807,1920.0,1080.0,1.0,Female,25.0,165.0,Difficulty far,No difficulty,Off,Off,Room neutral/cool,Unknown,18.0,22.96019110851878,16.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True
566475c1-2277-4d81-92bb-22128e7d474a,1920.0,1080.0,1.0,Female,34.0,158.0,Good at near and far,No difficulty,On,Off,Daylight direct,Unknown,28.0,21.418694178971585,250.0,0.8666666666666667,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
566bc812-f084-4a1c-b8f9-e889aa1fc7bf,1280.0,1024.0,1.0,Male,29.0,,Good at near and far,No difficulty,Off,Off,Office bright/uniform,Unknown,24.0,18.87826907414059,12.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
566c38b6-7ecb-4110-95cf-ea9c6af03d93,1920.0,1080.0,1.0,Female,25.0,158.0,Difficulty far,No difficulty,Off,Off,Room neutral/cool,Unknown,20.0,23.16355280119424,16.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
566f1efe-c334-4e1c-bd9d-60079dd825db,1920.0,1080.0,1.0,Male,41.0,182.0,Good at near and far,No difficulty,On,Off,Room neutral/cool,LCD / IPS,32.0,23.49414904127503,250.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
566fb7d8-e6ca-43c7-ae5a-48aca6a507a4,1366.0,768.0,1.0,Male,64.0,162.0,Normal with correction,No difficulty,Off,Off,Daylight diffuse,Unknown,15.5,15.22692973500079,12.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,False,False,True,True,True
567005c0-484c-420a-8253-19699c82eee9,1536.0,864.0,1.25,Female,22.0,165.0,Normal with correction,No difficulty,Off,Off,Daylight diffuse,LCD / IPS,15.0,15.56278104394569,10.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
56755160-bea5-4805-81da-59fc5cab28ad,2560.0,1440.0,1.0,Male,55.0,182.0,Normal with correction,No difficulty,Off,Off,Room neutral/cool,LCD / IPS,27.0,26.89259805996824,12.0,1.0,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
5682da16-b011-4915-aa49-e3e1d3037386,1920.0,1080.0,1.0,Female,30.0,175.0,Good at near and far,No difficulty,Off,Off,Daylight direct,LCD / IPS,17.0,23.58556596361462,16.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
568757da-92b0-4f71-8451-bdd93607baaf,1707.0,1067.0,1.5,Female,42.0,168.0,Difficulty far,No difficulty,Off,Off,Room neutral/cool,OLED,15.4,15.902988572440767,10.0,1.0,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
56925e81-9562-40b9-8574-3f2e36e384a6,1536.0,864.0,1.25,Female,29.0,158.0,Good at near and far,No difficulty,Off,Off,Screen-only dark,LCD / IPS,15.6,16.3799805743065,10.0,0.9333333333333332,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
56971203-9693-4f16-99dd-2a2dc72ac082,1536.0,960.0,1.25,Male,23.0,172.0,Good at near and far,No difficulty,Off,Off,Daylight diffuse,Unknown,18.0,17.99319634612109,10.0,0.9333333333333332,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
56981384-e0ba-4ec4-a6ea-fec5f32b3988,1536.0,864.0,1.25,Male,38.0,172.0,Good at near and far,No difficulty,Off,Off,Room warm,LCD / IPS,15.6,15.938148840228434,250.0,0.9333333333333332,True,False,False,True,True,False,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
56b85761-23cf-4dc6-b56e-85aaf48e4696,1536.0,864.0,1.25,Female,31.0,,Normal with correction,No difficulty,Off,Off,Daylight direct,LCD / IPS,15.6,15.391981746015,10.0,1.0,True,False,False,True,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,True,False,True,True,True,True
