answer,left_method,participant,right_method,test_case
A_02_03,A_02_03,27f9a357-a29d-44a6-936a-2ea6e2258906,H_02_04,S08@display=saliency_crop_1080p
A_02_03,H_02_04,664f6369-4d50-4126-abcd-86afda8dfbc0,A_02_03,S08@display=saliency_crop_1080p
,A_02_03,34ab5ab7-8441-4173-bfed-cb16aa4154b6,H_02_04,S08@display=saliency_crop_1080p
A_02_03,H_02_04,10343efe-1ea6-4587-af98-9ed9d767d37e,A_02_03,S08@display=saliency_crop_1080p
A_02_03,H_02_04,2c75579d-21b0-4f87-a0fc-7c82b3216f20,A_02_03,S08@display=saliency_crop_1080p
A_02_03,H_02_04,8581feb0-8220-4cd5-b3c0-8c968d844421,A_02_03,S08@display=saliency_crop_1080p
A_02_03,H_02_04,f40d674a-7776-4fb4-91db-b7bd55d050a2,A_02_03,S08@display=saliency_crop_1080p
A_02_03,H_02_04,d9ebbbd1-f3fe-423c-8f18-8e69f45dcd10,A_02_03,S08@display=saliency_crop_1080p
A_02_03,H_02_04,93c541a0-8727-4482-8d43-c8d476349cea,A_02_03,S08@display=saliency_crop_1080p
A_02_03,A_02_03,5300b7f5-8a46-4ea7-99d9-b3bd066e71e8,H_02_04,S08@display=saliency_crop_1080p
,H_02_02,4f284d4b-661e-4aad-8d3b-830d936f6704,A_02_03,S03@display=saliency_crop_1080p
H_02_02,H_02_02,a2dce7de-9423-4a15-8af5-2ab9b7983b2d,A_02_03,S03@display=saliency_crop_1080p
H_02_02,A_02_03,75b21cdf-0731-44b7-be34-d4704d146242,H_02_02,S03@display=saliency_crop_1080p
,A_02_03,0a03e911-6e87-4e84-9abf-87da098d5db8,H_02_02,S03@display=saliency_crop_1080p
H_02_02,A_02_03,d5102cd9-4373-4298-887e-537e9ba91dec,H_02_02,S03@display=saliency_crop_1080p
H_02_02,A_02_03,ca31c6e3-10b4-4d09-934a-12a7219813e3,H_02_02,S03@display=saliency_crop_1080p
H_02_02,H_02_02,3df2b70e-de4a-44e2-b025-79ea02204eee,A_02_03,S03@display=saliency_crop_1080p
A_02_03,H_02_02,685aa1df-7f0c-47c3-820d-fdd46601bc6d,A_02_03,S03@display=saliency_crop_1080p
H_02_02,A_02_03,432fd59e-93b7-440a-bc77-757a67259897,H_02_02,S03@display=saliency_crop_1080p
A_02_03,H_02_02,07e40999-25fd-4d73-8294-277093c05fab,A_02_03,S03@display=saliency_crop_1080p
V_02_03,V_02_03,566ae159-7198-46d0-b2a9-6f458a2b21f4,V_02_04,S04@display=saliency_crop_1080p
,V_02_03,9f9f96e6-35be-4b66-92b1-5a8aeef1d811,V_02_04,S04@display=saliency_crop_1080p
V_02_03,V_02_03,262fdac9-0b10-41ed-9e45-1bd12917b5df,V_02_04,S04@display=saliency_crop_1080p
V_02_03,V_02_04,e1c2d811-0ab6-45dc-896e-25c5464c3db8,V_02_03,S04@display=saliency_crop_1080p
V_02_03,V_02_04,262342b3-87dc-4f5d-88c9-f264dd9cd8ed,V_02_03,S04@display=saliency_crop_1080p
V_02_03,V_02_04,1e46894e-d7ba-4888-a0d7-b79b948c8e2d,V_02_03,S04@display=saliency_crop_1080p
V_02_03,V_02_04,d6ca3248-4641-437c-9acc-c497be574598,V_02_03,S04@display=saliency_crop_1080p
,V_02_04,04a554a5-bc4b-4448-afab-adf32ff4baa2,V_02_03,S04@display=saliency_crop_1080p
V_02_03,V_02_04,2fd917a3-df0e-438b-ae2b-1ee322868011,V_02_03,S04@display=saliency_crop_1080p
V_02_03,V_02_04,22abe9de-67d0-4b73-809c-782cef660513,V_02_03,S04@display=saliency_crop_1080p
V_02_03,A_02_04,0004aec8-ab74-404e-a6d0-53706045ffb2,V_02_03,S02@display=saliency_crop_1080p
V_02_03,V_02_03,10b6c0ad-a52c-4173-bedb-912f11e75eab,A_02_04,S02@display=saliency_crop_1080p
V_02_03,A_02_04,bc688524-6dd9-40c5-a640-06874cc25dac,V_02_03,S02@display=saliency_crop_1080p
,A_02_04,47eace63-9a97-4185-92fa-f4d0d1ed8011,V_02_03,S02@display=saliency_crop_1080p
V_02_03,V_02_03,9fb83134-b1c1-484b-870e-b921e687c37c,A_02_04,S02@display=saliency_crop_1080p
V_02_03,V_02_03,b271d1a2-b5df-497b-9976-1718d8128270,A_02_04,S02@display=saliency_crop_1080p
V_02_03,V_02_03,0759bca1-85df-4a40-9356-3d95d707652c,A_02_04,S02@display=saliency_crop_1080p
V_02_03,A_02_04,32c83fc0-3f43-4dc1-b391-ee63eb3b0588,V_02_03,S02@display=saliency_crop_1080p
V_02_03,A_02_04,f48603e5-aa64-4a7e-9e9b-9bebd4db1584,V_02_03,S02@display=saliency_crop_1080p
V_02_03,V_02_03,0f7c8b12-0387-43c9-b4b1-b9f541eb1509,A_02_04,S02@display=saliency_crop_1080p
V_02_02,H_02_04,10343efe-1ea6-4587-af98-9ed9d767d37e,V_02_02,S03@display=saliency_crop_1080p
V_02_02,H_02_04,77b9a8bd-1d7a-4e7e-967c-5dd4c9535456,V_02_02,S03@display=saliency_crop_1080p
V_02_02,H_02_04,91f06c2c-65be-4692-ad0d-12f6b65b7b1f,V_02_02,S03@display=saliency_crop_1080p
V_02_02,H_02_04,ab29fb74-198d-4ce7-b012-6f27fc03c06f,V_02_02,S03@display=saliency_crop_1080p
V_02_02,V_02_02,262342b3-87dc-4f5d-88c9-f264dd9cd8ed,H_02_04,S03@display=saliency_crop_1080p
V_02_02,V_02_02,22abe9de-67d0-4b73-809c-782cef660513,H_02_04,S03@display=saliency_crop_1080p
V_02_02,H_02_04,db024c2d-0309-4b59-92c6-a49309067f39,V_02_02,S03@display=saliency_crop_1080p
V_02_02,H_02_04,13df5821-2a89-4c11-b255-68aa3bedb145,V_02_02,S03@display=saliency_crop_1080p
V_02_02,H_02_04,2f2623a4-f991-4864-a042-a84629c74172,V_02_02,S03@display=saliency_crop_1080p
V_02_02,H_02_04,0781e685-f3e6-4659-bca2-bb9d45dd8897,V_02_02,S03@display=saliency_crop_1080p
A_02_02,A_02_02,bc688524-6dd9-40c5-a640-06874cc25dac,A_02_04,S01@display=saliency_crop_1080p
A_02_02,A_02_04,bc2f41e2-72ee-44b0-aded-798de7668f11,A_02_02,S01@display=saliency_crop_1080p
A_02_02,A_02_04,5844b325-1d82-4305-8518-60738907626d,A_02_02,S01@display=saliency_crop_1080p
A_02_02,A_02_02,b1e41b8c-61ac-4f9a-8493-4e8465529d32,A_02_04,S01@display=saliency_crop_1080p
A_02_02,A_02_02,bc987ae1-bdb8-40c5-89e9-c9fa8784240b,A_02_04,S01@display=saliency_crop_1080p
A_02_02,A_02_02,beb6e005-ab10-47d2-97e7-1330a2127b5d,A_02_04,S01@display=saliency_crop_1080p
A_02_02,A_02_04,4efcd040-91f6-4bff-a1f0-3258d503e96c,A_02_02,S01@display=saliency_crop_1080p
A_02_02,A_02_02,daa2c3bd-606c-4928-a551-ef244c87aa39,A_02_04,S01@display=saliency_crop_1080p
A_02_02,A_02_04,93f51fb5-2a5d-4a31-bee7-1d93bbd151ae,A_02_02,S01@display=saliency_crop_1080p
A_02_02,A_02_04,6cf1dce1-c686-47e7-970e-8e383d1146ad,A_02_02,S01@display=saliency_crop_1080p
H_02_02,H_02_04,6c4f8bd1-310e-437b-8eca-514f9a579cbc,H_02_02,S02@display=saliency_crop_1080p
H_02_02,H_02_04,23e79c00-4200-45fe-a517-c90d7036b31b,H_02_02,S02@display=saliency_crop_1080p
H_02_02,H_02_04,6530e615-de38-4d2a-9f82-8b02671e232d,H_02_02,S02@display=saliency_crop_1080p
H_02_02,H_02_02,f52356ec-ba92-45ac-be2e-427a8c3e16fb,H_02_04,S02@display=saliency_crop_1080p
H_02_02,H_02_02,92e0080d-7dda-4ebd-a0bc-b160dee99a0c,H_02_04,S02@display=saliency_crop_1080p
H_02_02,H_02_04,887bf4a6-d514-445a-9b97-e8cff8d62f0c,H_02_02,S02@display=saliency_crop_1080p
H_02_02,H_02_04,b67a4bb8-1bc7-4d86-aeae-06c29d623614,H_02_02,S02@display=saliency_crop_1080p
H_02_02,H_02_02,f4f23950-2c9b-4dc6-9738-c340c39fa9b9,H_02_04,S02@display=saliency_crop_1080p
H_02_02,H_02_02,120c256f-2f26-4802-b6e8-3011f44c2e4d,H_02_04,S02@display=saliency_crop_1080p
H_02_02,H_02_02,cb3cd9d7-790d-4cfb-8391-5b810aca7de8,H_02_04,S02@display=saliency_crop_1080p
,H_02_03,08205c97-ac36-44a5-a3ca-236212c4382c,V_02_04,S10@display=saliency_crop_1080p
H_02_03,V_02_04,6f1b3507-3653-408c-933c-ed5345ac81a4,H_02_03,S10@display=saliency_crop_1080p
H_02_03,V_02_04,5844b325-1d82-4305-8518-60738907626d,H_02_03,S10@display=saliency_crop_1080p
,H_02_03,e1c2d811-0ab6-45dc-896e-25c5464c3db8,V_02_04,S10@display=saliency_crop_1080p
H_02_03,H_02_03,5dd21c42-934f-4d91-b580-ab05e1ad51e1,V_02_04,S10@display=saliency_crop_1080p
,V_02_04,6c4f8bd1-310e-437b-8eca-514f9a579cbc,H_02_03,S10@display=saliency_crop_1080p
H_02_03,H_02_03,f52356ec-ba92-45ac-be2e-427a8c3e16fb,V_02_04,S10@display=saliency_crop_1080p
H_02_03,V_02_04,0cf5332b-0078-4dea-9fde-b3612ed6c265,H_02_03,S10@display=saliency_crop_1080p
,V_02_04,34ab5ab7-8441-4173-bfed-cb16aa4154b6,H_02_03,S10@display=saliency_crop_1080p
H_02_03,H_02_03,bab1c78f-639d-40ca-8a83-f43f6faf0ed6,V_02_04,S10@display=saliency_crop_1080p
H_02_03,H_02_04,7bf667be-2da7-422e-a5cd-15420b29a2e8,H_02_03,S08@display=saliency_crop_1080p
H_02_03,H_02_03,843b8e18-42e8-429f-8fd4-266dc9b19c8e,H_02_04,S08@display=saliency_crop_1080p
H_02_03,H_02_04,8826f623-a4f0-4dc9-9695-9a8d32d023f1,H_02_03,S08@display=saliency_crop_1080p
H_02_03,H_02_03,9502d271-b0db-4c90-87d2-6dc79bb31dc7,H_02_04,S08@display=saliency_crop_1080p
H_02_03,H_02_03,6015aa5a-5826-4fe6-bf78-a78daa2b9bc4,H_02_04,S08@display=saliency_crop_1080p
H_02_03,H_02_04,33e95432-1b37-46be-9a4e-82ba645dad9c,H_02_03,S08@display=saliency_crop_1080p
H_02_03,H_02_04,15bf7981-871f-483d-8c07-dd877ea47abc,H_02_03,S08@display=saliency_crop_1080p
